-1.50037844509335+5.6726912770247i,5.867756113
-2.76187450466321+4.74314307080568i,5.488657119
2.93366039253506+8.30480898456029i,8.807736121
4.04497629431072+9.91745789314228i,10.71063977
4.74921906835405+14.9099841542893i,15.64808964
-1.16131859385499+9.63647528455675i,9.706199915
7.24299244504777+12.9145481270243i,14.80697447
12.8572429712233+10.3429854562814i,16.50109224
6.47206699968873+16.4072771351161i,17.6376414
12.6188142261026+11.056155848313i,16.77715872
5.1112728435053+18.9406476341737i,19.61818653
8.08658103496285+6.40439918575476i,10.31547972
3.13801755231003+18.2753949819112i,18.54284811
2.92416490026879+25.3937640627915i,25.5615726
-32.6770238486255+24.6139834599562i,40.9100974
-0.38517588098457+15.0439013966669i,15.04883151
-12.1765500172617+18.3685097511724i,22.03793368
24.7516974932492+45.2348893798112i,51.56395782
8.94120476764269+64.2230958962892i,64.84251066
6.13782173273486+41.3735681571131i,41.82636725
-41.6179121173357+46.2877886885845i,62.24636528
7.6103247881836+70.5998324350757i,71.00882609
-30.9260931754311+68.8424552651964i,75.46990716
45.5969275305329+77.8396215293876i,90.21134341
95.6688913010476+144.69283279609i,173.4605218
87.0302074232541-252.917184965589i,267.4721658
-162.431963693408+15.312092180496i,163.1520855
899.838424546514-993.596755834115i,1340.501288
333.219487501312+121.831441840602i,354.7930764
