1330.95991938068,1330.959919
333.219487501312-121.831441840603i,354.7930764
899.838424546519+993.596755834111i,1340.501288
-162.431963693408-15.3120921804949i,163.1520855
87.030207423255+252.917184965588i,267.4721658
95.668891301047-144.69283279609i,173.4605218
45.5969275305335-77.8396215293876i,90.21134341
-30.9260931754313-68.8424552651961i,75.46990716
7.6103247881834-70.5998324350757i,71.00882609
-41.6179121173358-46.2877886885843i,62.24636528
6.13782173273528-41.3735681571126i,41.82636725
8.94120476764237-64.2230958962891i,64.84251066
24.7516974932491-45.2348893798112i,51.56395782
-12.1765500172618-18.3685097511724i,22.03793368
-0.385175880984068-15.043901396667i,15.04883151
-32.6770238486256-24.613983459956i,40.9100974
2.92416490026872-25.3937640627915i,25.5615726
3.13801755231001-18.2753949819112i,18.54284811
8.08658103496305-6.40439918575424i,10.31547972
5.11127284350513-18.9406476341737i,19.61818653
12.6188142261025-11.056155848313i,16.77715872
6.47206699968864-16.4072771351161i,17.6376414
12.8572429712235-10.3429854562813i,16.50109224
7.24299244504765-12.9145481270243i,14.80697447
-1.16131859385504-9.63647528455672i,9.706199915
4.74921906835396-14.9099841542893i,15.64808964
4.04497629431082-9.91745789314204i,10.71063977
2.93366039253498-8.30480898456019i,8.807736121
-2.76187450466304-4.74314307080571i,5.488657119
-1.50037844509344-5.67269127702476i,5.867756113
2.77573872617226-8.27168572892265i,8.724993425
6.87653139862321-4.27662470177351i,8.097913492
9.30703250348591-4.88946694188633i,10.51321744
4.36774242146886-4.56518442365619i,6.318075869
4.37728789239937-3.51184835982732i,5.611927316
3.39860503959325-3.96007329776096i,5.218495639
2.64664900277733-2.96423830584508i,3.973846962
5.67671088366342-4.5385243415939i,7.267960488
9.15953855364216-2.55188894316981i,9.508379657
11.6565623662237-2.5779468480393i,11.93822668
4.98199180932697-1.03861058673708i,5.089101526
4.20952758510598-8.33115308240587i,9.334250595
3.92765993335263-7.93579926041491i,8.85457071
11.0509129337707-7.71369008972563i,13.47678342
9.16562048176778-5.16188648724467i,10.51920486
7.20121751770369-2.62394878490685i,7.664374793
3.89616545584115-4.34270831237846i,5.834314077
2.55845546594377-5.5742544511642i,6.133352025
2.140950725492-3.20669498287009i,3.855718185
5.00667862778946+1.93730306600719i,5.368423796
4.14412434081662+2.78368317457189i,4.992259866
8.55718907629096+0.818983628412767i,8.596291007
10.5728514862373-0.71474120722602i,10.59698276
13.730182086397-0.64767091888875i,13.74544935
7.85444494510648-0.769763725092709i,7.892074606
9.76129546149547+1.53791225036515i,9.881703455
7.37205816828832-4.96107617422273i,8.88591686
12.1350259565719-0.908748242201298i,12.16900482
9.87441437547314-4.31390185854846i,10.77561175
7.24637268257588+0.818854046153675i,7.292491961
4.35805621470556-3.19676432018338i,5.404808608
0.758349724181187+0.667613219645963i,1.010347324
7.33959059488978+0.333366522264782i,7.347157501
6.86898590866664+0.518034680414374i,6.888492385
10.9437551061035,10.94375511
6.86898590866679-0.518034680414111i,6.888492385
7.33959059488882-0.333366522264043i,7.347157501
0.758349724181187-0.667613219646103i,1.010347324
4.35805621470534+3.19676432018342i,5.404808608
7.24637268257599-0.818854046153618i,7.292491961
9.87441437547326+4.31390185854861i,10.77561175
12.135025956572+0.908748242201213i,12.16900482
7.3720581682884+4.96107617422272i,8.88591686
9.7612954614955-1.53791225036522i,9.881703455
7.85444494510643+0.769763725092801i,7.892074606
13.730182086397+0.647670918888675i,13.74544935
10.5728514862373+0.714741207226041i,10.59698276
8.55718907629097-0.818983628412834i,8.596291007
4.14412434081672-2.78368317457166i,4.992259866
5.00667862778944-1.93730306600724i,5.368423796
2.14095072549202+3.20669498287008i,3.855718185
2.55845546594384+5.57425445116422i,6.133352025
3.89616545584099+4.34270831237853i,5.834314077
7.20121751770372+2.62394878490679i,7.664374793
9.16562048176777+5.16188648724468i,10.51920486
11.0509129337708+7.7136900897256i,13.47678342
3.92765993335263+7.93579926041509i,8.85457071
4.20952758510602+8.33115308240584i,9.334250595
4.98199180932697+1.03861058673703i,5.089101526
11.6565623662237+2.57794684803925i,11.93822668
9.15953855364201+2.55188894316993i,9.508379657
5.67671088366336+4.53852434159384i,7.267960488
2.64664900277739+2.96423830584524i,3.973846962
3.39860503959336+3.96007329776085i,5.218495639
4.37728789239931+3.51184835982827i,5.611927316
4.3677424214687+4.56518442365623i,6.318075869
9.30703250348592+4.88946694188633i,10.51321744
6.87653139862319+4.2766247017737i,8.097913492
2.77573872617135+8.27168572892279i,8.724993425
